 ;Label;lumMean;lumSD;area;maxPower;maxFreq;propPower;sumPower;meanPower;powerSD;Mean;SD;File
1; _1591-2602;172.569;54.105;1167088.0;8.539;32.0;0.098;87.481;5.146;1.98;172.569;54.105;ACC0381D
1; _1566-2536;180.388;43.656;1181754.0;6.461;32.0;0.088;73.327;4.313;1.379;180.388;43.656;ACC0381V
1; _1214-2540;171.804;56.722;2220523.0;8.84;45.255;0.099;89.318;5.254;1.885;171.804;56.722;ACC0382D
1; _1650-2571;186.809;46.875;2183574.0;7.093;45.255;0.094;75.226;4.425;1.469;186.809;46.875;ACC0382V
1; _1428-2443;177.84;54.939;2013166.0;8.748;45.255;0.1;87.156;5.127;2.026;177.84;54.939;ACC0383D
1; _1556-2658;183.998;45.848;2065004.0;7.048;32.0;0.094;74.597;4.388;1.514;183.998;45.848;ACC0383V
1; _1372-2491;171.586;52.605;1840035.0;7.994;32.0;0.096;83.658;4.921;1.558;171.586;52.605;ACC0384D
1; _1574-2565;181.873;42.39;1853347.0;6.461;32.0;0.093;69.743;4.103;1.237;181.873;42.39;ACC0384V
1; _1332-2436;172.251;57.6;1807622.0;8.79;32.0;0.098;89.586;5.27;1.887;172.251;57.6;ACC0385D
1; _1593-2480;179.95;47.395;1815684.0;7.301;32.0;0.095;76.991;4.529;1.517;179.95;47.395;ACC0385V
1; _1400-2315;166.447;55.983;1314755.0;7.393;22.627;0.085;87.208;5.13;1.331;166.447;55.983;ACC0386D
1; _1583-2404;178.382;42.503;1332110.0;5.615;22.627;0.08;70.138;4.126;0.885;178.382;42.503;ACC0386V
1; _1466-2404;171.044;56.1;1279888.0;7.835;22.627;0.088;88.617;5.213;1.706;171.044;56.1;ACC0387D
1; _1394-2357;180.994;40.949;1289327.0;5.746;22.627;0.084;68.707;4.042;1.064;180.994;40.949;ACC0387V
1; _1508-2472;177.21;54.386;1414047.0;7.351;32.0;0.087;84.205;4.953;1.573;177.21;54.386;ACC0388D
1; _1670-2485;190.331;35.257;1408680.0;5.091;32.0;0.086;59.541;3.502;0.953;190.331;35.257;ACC0388V
1; _1520-2340;168.22;56.716;1474841.0;7.266;32.0;0.083;87.95;5.174;1.29;168.22;56.716;ACC0389D
1; _1686-2459;182.759;38.83;1481570.0;5.242;32.0;0.08;65.28;3.84;0.874;182.759;38.83;ACC0389V
1; _1649-1852;0.113;1.144;313963.0;11.861;181.019;0.103;114.949;6.762;2.76;0.113;1.144;ACC0390D
1; _1580-2360;194.034;45.388;1465221.0;6.791;32.0;0.096;70.845;4.167;1.564;194.034;45.388;ACC0390V
1; _1501-2361;192.457;53.431;2007917.0;8.173;45.255;0.1;81.796;4.812;1.979;192.457;53.431;ACC0391D
1; _1594-2472;195.296;45.192;1992147.0;6.819;32.0;0.096;71.315;4.195;1.635;195.296;45.192;ACC0391V
1; _1678-2592;173.448;52.995;2056410.0;7.733;32.0;0.091;84.556;4.974;1.635;173.448;52.995;ACC0392D
1; _1473-2593;184.828;43.732;2072991.0;6.499;32.0;0.091;71.448;4.203;1.409;184.828;43.732;ACC0392V
1; _1438-2534;172.872;49.939;1634991.0;7.914;32.0;0.096;82.022;4.825;1.698;172.872;49.939;ACC0393D
1; _1617-2558;185.112;42.032;1623715.0;6.476;32.0;0.094;69.1;4.065;1.43;185.112;42.032;ACC0393V
1; _1326-2574;165.592;57.113;1763169.0;8.268;32.0;0.09;91.564;5.386;1.737;165.592;57.113;ACC0394D
1; _1592-2572;171.918;50.541;1775484.0;7.54;32.0;0.091;83.233;4.896;1.633;171.918;50.541;ACC0394V
1; _1579-2507;168.068;51.395;2062661.0;7.691;32.0;0.09;85.161;5.009;1.617;168.068;51.395;ACC0395D
1; _1578-2691;171.036;46.478;2042085.0;7.021;32.0;0.089;79.315;4.666;1.547;171.036;46.478;ACC0395V
1; _1536-2529;171.097;43.298;1931417.0;5.766;32.0;0.079;72.692;4.276;0.877;171.097;43.298;ACC0396D
1; _1678-2588;174.876;39.384;1922512.0;5.45;45.255;0.081;67.413;3.965;0.888;174.876;39.384;ACC0396V
1; _1722-2513;182.33;39.181;2024793.0;5.539;32.0;0.084;65.753;3.868;0.955;182.33;39.181;ACC0397D
1; _1861-2651;186.838;36.265;2063588.0;4.996;32.0;0.083;60.226;3.543;0.859;186.838;36.265;ACC0397V
1; _1435-2698;184.615;56.273;2428875.0;8.992;45.255;0.105;85.589;5.035;2.041;184.615;56.273;ACC0398D
1; _1601-2787;189.133;45.473;2469761.0;7.22;45.255;0.1;72.318;4.254;1.579;189.133;45.473;ACC0398V
1; _1572-2697;185.619;57.556;2469833.0;9.233;45.255;0.105;87.602;5.153;2.142;185.619;57.556;ACC0399D
1; _1655-2795;191.543;43.887;2511375.0;7.139;45.255;0.102;70.247;4.132;1.654;191.543;43.887;ACC0399V
1; _1460-2625;166.526;58.523;2916097.0;9.151;45.255;0.097;94.047;5.532;1.887;166.526;58.523;ACC0400D
1; _1673-2771;173.373;47.814;2867495.0;7.285;45.255;0.092;79.268;4.663;1.46;173.373;47.814;ACC0400V
1; _1318-2671;178.39;58.595;2526484.0;9.313;45.255;0.102;90.983;5.352;2.108;178.39;58.595;ACC0401D
1; _1495-2669;185.783;47.44;2543543.0;7.5;45.255;0.099;75.848;4.462;1.702;185.783;47.44;ACC0401V
1; _1655-2337;190.282;49.307;1117907.0;7.018;32.0;0.093;75.646;4.45;1.574;190.282;49.307;ACC0402D
1; _1743-2569;196.724;35.031;1121076.0;4.882;32.0;0.084;58.1;3.418;1.02;196.724;35.031;ACC0402V
1; _1288-2280;191.006;50.554;996084.0;7.139;32.0;0.093;77.016;4.53;1.621;191.006;50.554;ACC0403D
1; _1488-2387;195.373;37.387;1006172.0;5.157;22.627;0.084;61.364;3.61;1.124;195.373;37.387;ACC0403V
1; _1389-2391;186.897;55.145;1384711.0;7.864;32.0;0.094;83.233;4.896;1.794;186.897;55.145;ACC0404D
1; _1730-2503;194.089;39.852;1398718.0;5.681;32.0;0.088;64.435;3.79;1.16;194.089;39.852;ACC0404V
1; _1646-2547;0.117;1.151;276367.0;12.166;181.019;0.107;113.294;6.664;2.988;0.117;1.151;ACC0405D
1; _1710-2456;0.122;1.162;296580.0;11.383;181.019;0.098;116.46;6.851;2.671;0.122;1.162;ACC0405V
1; _1450-2278;178.211;48.487;1207959.0;7.024;32.0;0.09;78.031;4.59;1.468;178.211;48.487;ACC0406D
1; _1798-2351;187.32;36.617;1233136.0;4.985;32.0;0.081;61.334;3.608;0.928;187.32;36.617;ACC0406V
1; _1550-2513;177.78;49.927;1187566.0;7.503;32.0;0.097;77.292;4.547;1.622;177.78;49.927;ACC0407D
1; _1776-2446;187.78;35.218;1186256.0;5.439;32.0;0.092;59.425;3.496;1.133;187.78;35.218;ACC0407V
1; _1608-2666;195.741;45.745;960880.0;6.631;32.0;0.095;69.92;4.113;1.481;195.741;45.745;ACC0408D
1; _1674-2397;199.669;32.294;961531.0;4.613;32.0;0.086;53.377;3.14;0.982;199.669;32.294;ACC0408V
1; _1537-2456;199.069;42.068;831040.0;6.093;32.0;0.095;63.92;3.76;1.397;199.069;42.068;ACC0409D
1; _1588-2605;200.543;31.938;826908.0;4.43;32.0;0.085;51.933;3.055;0.921;200.543;31.938;ACC0409V
1; _1567-2387;171.701;47.252;1183800.0;6.955;22.627;0.089;78.27;4.604;1.388;171.701;47.252;ACC0410D
1; _1597-2583;185.663;34.277;1187949.0;5.032;22.627;0.085;59.254;3.486;0.896;185.663;34.277;ACC0410V
1; _1496-2529;177.217;45.04;1178355.0;6.808;32.0;0.093;73.077;4.299;1.447;177.217;45.04;ACC0411D
1; _1798-2576;187.972;33.564;1183612.0;5.031;32.0;0.088;56.974;3.351;0.982;187.972;33.564;ACC0411V
1; _1440-2564;183.531;55.914;1834745.0;7.546;45.255;0.086;87.414;5.142;1.529;183.531;55.914;ACC0412D
1; _1874-2600;192.089;44.13;1848181.0;5.531;32.0;0.078;71.005;4.177;1.244;192.089;44.13;ACC0412V
1; _1518-2560;178.828;56.503;1677973.0;7.812;45.255;0.088;89.095;5.241;1.784;178.828;56.503;ACC0413D
1; _1706-2546;186.181;46.389;1674362.0;6.005;32.0;0.08;74.915;4.407;1.405;186.181;46.389;ACC0413V
1; _1381-2498;185.921;48.611;1754710.0;6.274;32.0;0.083;75.275;4.428;1.362;185.921;48.611;ACC0414D
1; _1668-2529;190.438;39.391;1748612.0;5.185;45.255;0.081;64.377;3.787;1.02;190.438;39.391;ACC0414V
1; _1604-2615;175.783;54.02;1777477.0;7.011;45.255;0.082;85.716;5.042;1.412;175.783;54.02;ACC0415D
1; _1691-2649;184.12;43.187;1818261.0;5.314;32.0;0.075;70.429;4.143;1.053;184.12;43.187;ACC0415V
1; _1555-2399;188.025;53.636;1542334.0;8.105;45.255;0.099;81.685;4.805;1.889;188.025;53.636;ACC0416D
1; _1589-2599;193.87;40.08;1556770.0;6.065;45.255;0.095;64.089;3.77;1.309;193.87;40.08;ACC0416V
1; _1533-2640;186.975;55.162;1711453.0;7.862;45.255;0.093;84.763;4.986;1.751;186.975;55.162;ACC0417D
1; _1707-2721;190.698;39.343;1732864.0;5.772;45.255;0.088;65.905;3.877;1.193;190.698;39.343;ACC0417V
1; _1520-2607;164.736;57.351;1760354.0;8.528;45.255;0.093;91.654;5.391;1.731;164.736;57.351;ACC0418D
1; _1718-2485;177.596;42.81;1730582.0;6.589;45.255;0.093;71.182;4.187;1.322;177.596;42.81;ACC0418V
1; _1543-2805;179.262;50.875;1912966.0;7.837;45.255;0.099;79.36;4.668;1.756;179.262;50.875;ACC0419D
1; _1764-2615;193.955;36.866;1913327.0;5.62;45.255;0.093;60.423;3.554;1.168;193.955;36.866;ACC0419V
1; _1670-2424;169.941;50.38;928697.0;7.081;16.0;0.087;81.606;4.8;1.564;169.941;50.38;ACC0420D
1; _1674-2467;181.393;36.899;944691.0;5.289;16.0;0.083;63.709;3.748;1.026;181.393;36.899;ACC0420V
1; _1434-2456;170.158;51.248;1147465.0;7.599;22.627;0.09;84.38;4.964;1.636;170.158;51.248;ACC0421D
1; _1617-2429;180.31;39.643;1163079.0;5.908;22.627;0.087;67.829;3.99;1.206;180.31;39.643;ACC0421V
1; _1603-2568;164.844;52.718;954901.0;7.671;22.627;0.088;87.271;5.134;1.769;164.844;52.718;ACC0422D
1; _1797-2395;176.924;39.944;948632.0;6.219;16.0;0.09;69.163;4.068;1.392;176.924;39.944;ACC0422V
1; _1219-2377;165.414;51.527;1001183.0;7.584;16.0;0.087;86.734;5.102;1.665;165.414;51.527;ACC0423D
1; _1452-2324;179.379;37.651;1023849.0;5.88;16.0;0.089;66.304;3.9;1.201;179.379;37.651;ACC0423V
1; _1720-2311;186.83;31.402;443354.0;4.172;32.0;0.077;54.351;3.197;0.91;186.83;31.402;ACC0424V
1; _1834-2495;189.888;39.747;457436.0;5.535;22.627;0.088;62.678;3.687;1.604;189.888;39.747;ACC0425D
1; _1843-2317;194.432;27.099;449219.0;4.102;16.0;0.086;47.683;2.805;1.106;194.432;27.099;ACC0425V
1; _1553-2465;159.709;65.531;1543627.0;9.579;32.0;0.092;104.53;6.149;2.078;159.709;65.531;ACC0426D
1; _1546-2503;174.006;49.4;1531479.0;7.361;22.627;0.089;82.872;4.875;1.559;174.006;49.4;ACC0426V
1; _1371-2472;162.269;64.811;1421338.0;10.169;32.0;0.097;104.304;6.136;2.398;162.269;64.811;ACC0427D
1; _1444-2480;176.238;46.849;1439537.0;7.171;32.0;0.09;79.619;4.683;1.628;176.238;46.849;ACC0427V
1; _1414-2525;163.014;65.545;1373961.0;9.828;32.0;0.094;105.1;6.182;2.13;163.014;65.545;ACC0428D
1; _1506-2535;178.207;46.769;1398090.0;7.119;22.627;0.092;77.624;4.566;1.531;178.207;46.769;ACC0428V
1; _1418-2567;171.932;59.465;1540906.0;8.616;32.0;0.091;95.199;5.6;1.89;171.932;59.465;ACC0429D
1; _1581-2406;184.7;42.253;1534692.0;6.156;22.627;0.086;71.183;4.187;1.311;184.7;42.253;ACC0429V
1; _1312-2272;151.148;64.637;968029.0;9.623;22.627;0.091;105.885;6.229;2.157;151.148;64.637;ACC0430D
1; _1434-2549;177.709;40.549;964758.0;6.085;22.627;0.087;69.648;4.097;1.212;177.709;40.549;ACC0430V
1; _1361-2378;157.107;63.45;1062530.0;9.324;22.627;0.093;100.156;5.892;2.261;157.107;63.45;ACC0431D
1; _1565-2469;178.976;40.699;1061360.0;6.263;22.627;0.091;68.894;4.053;1.347;178.976;40.699;ACC0431V
1; _1372-2444;137.501;55.245;1020475.0;8.616;22.627;0.088;98.39;5.788;1.629;137.501;55.245;ACC0432D
1; _1440-2437;165.038;37.28;1041473.0;5.803;22.627;0.084;68.725;4.043;0.978;165.038;37.28;ACC0432V
1; _1459-2407;144.012;53.08;911102.0;7.409;32.0;0.079;93.336;5.49;1.414;144.012;53.08;ACC0433D
1; _1682-2392;166.539;36.874;927216.0;5.294;32.0;0.078;67.491;3.97;0.919;166.539;36.874;ACC0433V
1; _1571-2406;96.394;71.28;1316113.0;11.493;64.0;0.083;138.211;8.13;2.703;96.394;71.28;EL38895D
1; _1542-2051;135.248;53.847;1323691.0;8.682;16.0;0.083;104.886;6.17;1.805;135.248;53.847;EL38895V
1; _1426-2143;105.041;65.627;1358623.0;10.682;64.0;0.083;128.922;7.584;2.473;105.041;65.627;EL38900D
1; _1598-2105;128.126;53.458;1371399.0;8.889;16.0;0.083;106.813;6.283;1.931;128.126;53.458;EL38900V
1; _1575-2276;99.695;60.134;1530891.0;10.036;64.0;0.081;123.449;7.262;2.256;99.695;60.134;EL38908D
1; _1685-2401;138.91;47.42;1506202.0;7.679;16.0;0.08;95.882;5.64;1.418;138.91;47.42;EL38908V
1; _1446-2310;66.619;44.707;1700555.0;10.451;64.0;0.09;116.423;6.848;2.252;66.619;44.707;EL43104D
1; _1622-2211;80.436;42.181;1708387.0;9.022;64.0;0.084;107.758;6.339;1.819;80.436;42.181;EL43104V
1; _1583-2296;55.503;43.648;1862652.0;10.47;64.0;0.088;119.617;7.036;2.208;55.503;43.648;EL43105D
1; _1604-2232;71.431;43.615;1871629.0;9.608;64.0;0.085;113.084;6.652;1.874;71.431;43.615;EL43105V
1; _1571-2421;37.595;22.672;2103995.0;10.457;181.019;0.091;114.844;6.756;2.219;37.595;22.672;EL43106D
1; _1635-2328;51.957;18.954;2109462.0;9.512;181.019;0.089;106.524;6.266;1.898;51.957;18.954;EL43106V
1; _1720-2174;42.903;21.953;1293604.0;10.055;181.019;0.088;114.624;6.743;1.902;42.903;21.953;EL43107D
1; _1677-2253;65.963;23.155;1324101.0;8.942;181.019;0.087;102.432;6.025;1.594;65.963;23.155;EL43107V
1; _1631-2226;50.491;19.751;1600172.0;9.735;181.019;0.089;109.19;6.423;1.946;50.491;19.751;EL43108D
1; _1536-2126;73.032;21.991;1612865.0;8.481;181.019;0.085;99.386;5.846;1.514;73.032;21.991;EL43108V
1; _1767-2195;55.51;20.349;1477368.0;9.524;181.019;0.089;107.239;6.308;1.861;55.51;20.349;EL43109D
1; _1615-2273;70.668;19.425;1498557.0;8.658;181.019;0.087;99.236;5.837;1.601;70.668;19.425;EL43109V
1; _1509-2258;66.282;69.426;1521677.0;14.618;64.0;0.101;144.877;8.522;3.68;66.282;69.426;EL43110D
1; _1640-2344;96.017;61.634;1523160.0;11.461;64.0;0.09;127.292;7.488;2.791;96.017;61.634;EL43110V
1; _1818-2071;62.192;68.513;1477711.0;14.436;64.0;0.099;145.494;8.558;3.586;62.192;68.513;EL43111D
1; _1652-2400;95.647;61.383;1483886.0;11.353;64.0;0.089;128.204;7.541;2.715;95.647;61.383;EL43111V
1; _1408-2416;53.503;40.896;1651218.0;9.574;181.019;0.077;124.469;7.322;1.855;53.503;40.896;EL43112D
1; _1557-2341;74.769;45.817;1681732.0;9.642;64.0;0.081;119.008;7.0;2.056;74.769;45.817;EL43112V
1; _1371-2259;53.681;40.637;1649786.0;9.969;64.0;0.08;124.718;7.336;2.205;53.681;40.637;EL43113D
1; _1298-2272;78.063;46.51;1739047.0;9.968;64.0;0.084;118.217;6.954;2.171;78.063;46.51;EL43113V
1; _1501-2307;112.617;60.985;1544525.0;11.113;45.255;0.094;118.439;6.967;2.858;112.617;60.985;EL43114D
1; _1517-2255;148.498;44.886;1554975.0;7.859;32.0;0.09;87.612;5.154;1.795;148.498;44.886;EL43114V
1; _1602-2217;98.135;60.146;1443763.0;11.422;64.0;0.092;123.663;7.274;2.897;98.135;60.146;EL43115D
1; _1571-2166;137.399;45.822;1455421.0;8.136;32.0;0.087;93.863;5.521;1.895;137.399;45.822;EL43115V
1; _1344-2307;87.153;56.431;1984192.0;12.25;90.51;0.099;123.377;7.257;2.93;87.153;56.431;EL43116D
1; _1441-2283;122.835;39.605;1977319.0;7.738;64.0;0.082;93.841;5.52;1.707;122.835;39.605;EL43116V
1; _1659-2133;99.746;59.183;1635804.0;11.926;90.51;0.099;120.904;7.112;2.759;99.746;59.183;EL43117D
1; _1647-2231;131.999;45.169;1625492.0;8.023;64.0;0.085;94.943;5.585;1.826;131.999;45.169;EL43117V
1; _1523-2384;83.461;73.922;1679829.0;14.815;90.51;0.105;140.592;8.27;4.133;83.461;73.922;EL43118D
1; _1599-2183;106.077;64.674;1684853.0;11.814;90.51;0.093;126.919;7.466;3.031;106.077;64.674;EL43118V
1; _1566-2133;80.212;69.718;1518919.0;13.957;90.51;0.101;137.981;8.117;3.787;80.212;69.718;EL43119D
1; _1645-2126;106.87;61.632;1521518.0;11.273;64.0;0.092;123.059;7.239;2.832;106.87;61.632;EL43119V
1; _1607-2205;58.662;43.593;1536459.0;9.429;45.255;0.08;117.994;6.941;1.773;58.662;43.593;EL43120D
1; _1606-2110;75.529;44.408;1522618.0;8.657;45.255;0.078;111.139;6.538;1.658;75.529;44.408;EL43120V
1; _1686-2259;54.872;26.638;1392803.0;8.476;181.019;0.078;108.798;6.4;1.741;54.872;26.638;EL43121D
1; _1663-2136;69.771;30.027;1397798.0;8.162;181.019;0.079;103.802;6.106;1.507;69.771;30.027;EL43121V
1; _1393-2292;81.436;53.406;2199435.0;11.554;90.51;0.094;122.363;7.198;2.816;81.436;53.406;EL43122D
1; _1442-2343;113.306;48.464;2241088.0;8.761;90.51;0.083;105.37;6.198;2.094;113.306;48.464;EL43122V
1; _1502-2203;84.999;43.721;2028366.0;10.107;90.51;0.091;111.319;6.548;2.436;84.999;43.721;EL43123D
1; _1528-2093;115.826;41.114;2020597.0;7.873;90.51;0.082;96.096;5.653;1.835;115.826;41.114;EL43123V
1; _1651-2144;69.349;59.705;1891480.0;12.702;64.0;0.096;132.289;7.782;3.018;69.349;59.705;EL43124D
1; _1344-2331;109.121;56.824;1865604.0;9.518;64.0;0.082;115.535;6.796;2.377;109.121;56.824;EL43124V
1; _1572-2101;85.371;60.794;1400982.0;12.418;64.0;0.095;130.233;7.661;2.869;85.371;60.794;EL43125D
1; _1641-2096;112.453;50.175;1420497.0;8.613;64.0;0.079;108.845;6.403;1.982;112.453;50.175;EL43125V
1; _1587-2109;56.642;45.175;1787646.0;9.89;181.019;0.08;124.231;7.308;1.963;56.642;45.175;EL43126D
1; _1563-2193;71.961;40.22;1796052.0;8.832;181.019;0.079;111.969;6.586;1.636;71.961;40.22;EL43126V
1; _1681-2221;49.867;49.302;1539864.0;10.42;181.019;0.08;129.559;7.621;2.177;49.867;49.302;EL43127D
1; _1533-2160;62.632;48.909;1575630.0;9.581;181.019;0.078;123.527;7.266;1.937;62.632;48.909;EL43127V
1; _1547-2016;46.203;45.813;1460231.0;10.347;181.019;0.08;128.658;7.568;2.193;46.203;45.813;EL43128D
1; _1577-2162;63.67;45.025;1453414.0;9.337;181.019;0.078;120.129;7.066;1.878;63.67;45.025;EL43128V
1; _1484-2418;80.448;67.466;2727156.0;13.767;128.0;0.103;134.14;7.891;3.579;80.448;67.466;EL43129D
1; _1437-2452;127.21;57.009;2745839.0;9.824;128.0;0.09;109.747;6.456;2.267;127.21;57.009;EL43129V
1; _1453-2372;76.447;71.866;2477977.0;15.018;90.51;0.107;139.711;8.218;3.873;76.447;71.866;EL43130D
1; _1397-2357;115.617;62.128;2473261.0;11.057;90.51;0.092;119.72;7.042;2.589;115.617;62.128;EL43130V
1; _1487-2339;70.518;45.194;2965028.0;10.266;90.51;0.088;116.154;6.833;2.16;70.518;45.194;EL43131D
1; _1476-2448;69.971;40.791;2908280.0;8.875;90.51;0.081;109.604;6.447;1.795;69.971;40.791;EL43131V
1; _1497-2378;75.737;37.392;2519787.0;7.912;64.0;0.074;106.813;6.283;1.313;75.737;37.392;EL43132D
1; _1598-2439;64.687;36.13;2504163.0;9.143;256.0;0.086;106.861;6.286;1.543;64.687;36.13;EL43132V
1; _1695-2407;40.129;36.052;1621354.0;10.104;181.019;0.084;120.804;7.106;2.263;40.129;36.052;EL43133D
1; _1566-2252;53.471;29.345;1634765.0;9.394;181.019;0.087;108.466;6.38;1.745;53.471;29.345;EL43133V
1; _1568-2191;37.089;39.291;1526191.0;10.217;181.019;0.084;122.272;7.192;2.236;37.089;39.291;EL43134D
1; _1483-2431;48.809;31.473;1514783.0;9.714;181.019;0.087;111.663;6.568;1.78;48.809;31.473;EL43134V
1; _1694-2460;48.45;32.244;1329024.0;9.892;181.019;0.087;113.614;6.683;2.058;48.45;32.244;EL43135D
1; _1678-2150;78.595;38.064;1319088.0;8.364;181.019;0.08;105.037;6.179;1.572;78.595;38.064;EL43135V
1; _1661-2022;54.572;33.132;1083087.0;9.39;128.0;0.084;111.499;6.559;1.784;54.572;33.132;EL43136D
1; _1676-2091;87.022;39.645;1080046.0;8.199;128.0;0.079;103.813;6.107;1.462;87.022;39.645;EL43136V
1; _1719-2045;31.946;21.468;1112372.0;10.767;128.0;0.092;116.629;6.861;2.123;31.946;21.468;EL43137D
1; _1708-2121;67.177;33.679;1133384.0;9.182;128.0;0.085;108.28;6.369;1.625;67.177;33.679;EL43137V
1; _1539-2226;66.693;27.415;1656901.0;9.512;181.019;0.092;103.548;6.091;1.902;66.693;27.415;EL43138D
1; _1536-2225;70.149;31.493;1686463.0;9.096;181.019;0.086;105.973;6.234;1.68;70.149;31.493;EL43138V
1; _1614-2173;38.618;27.285;1320718.0;10.823;181.019;0.093;116.55;6.856;2.228;38.618;27.285;EL43139D
1; _1614-2221;51.459;27.007;1297514.0;10.003;181.019;0.089;112.963;6.645;1.893;51.459;27.007;EL43139V
1; _1447-2426;31.168;16.761;1353557.0;11.06;181.019;0.091;121.47;7.145;2.105;31.168;16.761;EL43140D
1; _1530-2224;51.368;21.856;1351124.0;9.825;181.019;0.087;113.016;6.648;1.706;51.368;21.856;EL43140V
1; _1449-2352;88.12;70.716;1529145.0;14.361;90.51;0.107;134.182;7.893;3.85;88.12;70.716;EL43141D
1; _1508-2340;107.832;65.224;1532668.0;11.694;90.51;0.094;125.037;7.355;2.974;107.832;65.224;EL43141V
1; _1536-2167;87.26;70.155;1118090.0;14.113;90.51;0.105;134.54;7.914;3.825;87.26;70.155;EL43142D
1; _1594-2171;108.103;64.981;1129266.0;12.021;64.0;0.097;124.083;7.299;3.113;108.103;64.981;EL43142V
1; _1456-2482;67.205;59.221;2156941.0;12.487;64.0;0.093;133.849;7.873;2.896;67.205;59.221;EL43143D
1; _1406-2401;124.69;56.111;2123319.0;8.98;22.627;0.081;110.696;6.512;1.978;124.69;56.111;EL43143V
1; _1499-2440;79.858;57.021;2163549.0;11.808;64.0;0.094;126.197;7.423;2.706;79.858;57.021;EL43144D
1; _1401-2376;127.644;44.657;2178808.0;7.832;45.255;0.081;97.189;5.717;1.538;127.644;44.657;EL43144V
1; _1328-2199;76.902;58.718;2162988.0;12.221;64.0;0.095;128.847;7.579;2.941;76.902;58.718;EL43145D
1; _1348-2379;126.328;42.662;2172018.0;8.019;45.255;0.084;95.389;5.611;1.68;126.328;42.662;EL43145V
1; _1421-2282;43.097;39.603;1593932.0;10.523;90.51;0.086;122.496;7.206;2.476;43.097;39.603;EL43146D
1; _1490-2017;53.544;34.126;1599545.0;9.377;181.019;0.083;112.804;6.636;1.936;53.544;34.126;EL43146V
1; _1612-2104;47.128;41.514;1525719.0;11.035;128.0;0.091;120.76;7.104;2.67;47.128;41.514;EL43147D
1; _1534-2166;65.45;37.016;1507971.0;8.801;128.0;0.08;109.978;6.469;1.745;65.45;37.016;EL43147V
1; _1455-2255;47.342;42.603;1680745.0;10.985;64.0;0.09;121.515;7.148;2.185;47.342;42.603;EL43148D
1; _1525-2168;62.28;41.529;1671393.0;9.641;64.0;0.084;114.745;6.75;1.798;62.28;41.529;EL43148V
1; _1502-2204;63.41;51.506;1901997.0;10.687;64.0;0.087;122.541;7.208;1.844;63.41;51.506;EL43149D
1; _1451-2258;70.04;47.211;1858502.0;9.976;64.0;0.086;116.29;6.841;1.804;70.04;47.211;EL43149V
1; _1306-1996;40.732;41.134;2379617.0;10.798;181.019;0.085;126.338;7.432;2.29;40.732;41.134;EL43154D
1; _1299-2339;70.237;44.883;2409777.0;9.27;181.019;0.079;118.005;6.941;1.957;70.237;44.883;EL43154V
1; _1471-2047;50.023;43.289;2130724.0;10.072;181.019;0.081;124.766;7.339;2.217;50.023;43.289;EL43155D
1; _1407-2085;71.261;41.996;2180143.0;9.305;64.0;0.081;115.267;6.78;2.074;71.261;41.996;EL43155V
1; _1483-2022;37.504;40.862;1953963.0;11.025;181.019;0.085;129.229;7.602;2.239;37.504;40.862;EL43156D
1; _1513-2032;63.713;41.112;1945742.0;9.633;181.019;0.081;119.248;7.015;1.984;63.713;41.112;EL43156V
1; _1629-2046;36.482;34.982;1866592.0;10.821;181.019;0.087;124.576;7.328;2.327;36.482;34.982;EL43157D
1; _1635-2037;67.318;39.398;1865647.0;9.385;181.019;0.081;115.361;6.786;2.021;67.318;39.398;EL43157V
1; _1491-2043;29.762;23.439;1698558.0;10.157;181.019;0.087;117.344;6.903;2.135;29.762;23.439;EL43158D
1; _1542-2291;53.839;30.924;1694957.0;8.822;181.019;0.08;110.629;6.508;1.752;53.839;30.924;EL43158V
1; _1532-2158;29.207;24.114;1472164.0;10.134;181.019;0.085;119.345;7.02;1.989;29.207;24.114;EL43159D
1; _1527-2279;57.283;28.388;1459449.0;8.752;181.019;0.08;110.015;6.471;1.547;57.283;28.388;EL43159V
1; _1748-2096;86.987;52.26;1315113.0;10.017;45.255;0.087;114.873;6.757;1.887;86.987;52.26;EL43160D
1; _1597-2265;97.095;46.121;1321880.0;9.023;64.0;0.086;105.364;6.198;1.587;97.095;46.121;EL43160V
1; _1678-2191;64.048;55.837;1387223.0;12.116;64.0;0.094;128.435;7.555;2.412;64.048;55.837;EL43161D
1; _1592-2261;86.843;52.301;1390662.0;10.888;64.0;0.093;116.454;6.85;2.093;86.843;52.301;EL43161V
1; _1562-2233;83.872;72.576;1618653.0;14.319;64.0;0.101;142.143;8.361;3.607;83.872;72.576;EL43162D
1; _1547-2195;112.553;61.571;1631288.0;10.357;64.0;0.085;121.964;7.174;2.472;112.553;61.571;EL43162V
1; _1690-2200;84.135;65.473;1540722.0;13.175;64.0;0.098;135.027;7.943;3.061;84.135;65.473;EL43163D
1; _1647-2237;117.344;54.398;1511130.0;9.07;64.0;0.081;112.078;6.593;2.103;117.344;54.398;EL43163V
1; _1367-2339;73.588;61.148;2180636.0;13.525;64.0;0.102;132.213;7.777;3.23;73.588;61.148;EL43164D
1; _1630-2275;114.12;54.256;2173875.0;10.198;45.255;0.091;111.651;6.568;2.25;114.12;54.256;EL43164V
1; _1499-2505;70.041;60.006;2184794.0;13.096;64.0;0.099;132.528;7.796;3.049;70.041;60.006;EL43165D
1; _1486-2355;118.478;56.15;2181689.0;10.205;45.255;0.091;112.524;6.619;2.264;118.478;56.15;EL43165V
