 ;Label;lumMean;lumSD;area;maxPower;maxFreq;propPower;sumPower;meanPower;powerSD;Mean;SD;File
1; _1493-2151;91.684;23.23;1987145.0;8.446;181.019;0.094;89.969;5.292;1.615;91.684;23.23;EL72536V
1; _1613-1905;71.444;51.48;1559697.0;10.73;90.51;0.086;125.32;7.372;2.592;71.444;51.48;EL72537D
1; _1686-1981;93.747;29.248;1574178.0;8.587;181.019;0.093;92.699;5.453;1.804;93.747;29.248;EL72537V
1; _1617-2021;81.788;44.963;1930886.0;9.51;181.019;0.084;112.876;6.64;2.196;81.788;44.963;EL72538D
1; _1638-1902;109.662;35.396;1969786.0;7.963;181.019;0.089;89.424;5.26;1.593;109.662;35.396;EL72538V
1; _1522-2029;87.789;43.651;2390211.0;9.043;181.019;0.084;107.303;6.312;2.003;87.789;43.651;EL72539D
1; _1423-2068;122.308;33.55;2360331.0;7.222;181.019;0.088;81.611;4.801;1.587;122.308;33.55;EL72539V
1; _1522-2008;195.497;27.775;2183022.0;4.397;64.0;0.087;50.771;2.987;1.085;195.497;27.775;EL72540D
1; _1588-2203;195.552;20.357;2146281.0;3.552;45.255;0.082;43.257;2.545;0.721;195.552;20.357;EL72540V
1; _1527-2025;191.655;17.06;1872414.0;3.207;64.0;0.079;40.613;2.389;0.629;191.655;17.06;EL72541D
1; _1582-2145;201.107;16.288;1839384.0;2.854;45.255;0.079;36.24;2.132;0.498;201.107;16.288;EL72541V
1; _1574-2238;196.456;32.489;2085142.0;4.735;64.0;0.084;56.635;3.331;1.189;196.456;32.489;EL72542D
1; _1387-2361;198.656;24.519;2132583.0;3.698;64.0;0.082;44.922;2.642;0.823;198.656;24.519;EL72542V
1; _1447-2423;180.496;23.405;2296464.0;4.404;64.0;0.084;52.222;3.072;0.974;180.496;23.405;EL72543D
1; _1510-2208;191.686;18.253;2301413.0;3.521;90.51;0.084;42.158;2.48;0.814;191.686;18.253;EL72543V
1; _1424-2224;59.864;52.932;2270296.0;12.267;90.51;0.094;130.13;7.655;2.886;59.864;52.932;EL72544D
1; _1432-2164;76.768;35.616;2344822.0;9.151;181.019;0.087;105.179;6.187;1.809;76.768;35.616;EL72544V
1; _1435-2213;70.753;53.065;2223136.0;11.426;90.51;0.092;124.735;7.337;2.519;70.753;53.065;EL72545D
1; _1456-2179;88.664;29.222;2283013.0;8.416;181.019;0.09;93.863;5.521;1.587;88.664;29.222;EL72545V
1; _1465-2269;90.088;43.061;2410797.0;9.073;90.51;0.084;107.769;6.339;1.935;90.088;43.061;EL72546D
1; _1460-2254;105.792;40.059;2480562.0;7.874;181.019;0.082;95.473;5.616;1.456;105.792;40.059;EL72546V
1; _1689-2404;92.292;44.478;2320770.0;9.186;90.51;0.085;108.074;6.357;2.094;92.292;44.478;EL72547D
1; _1751-2252;113.427;35.283;2367492.0;7.534;181.019;0.085;88.294;5.194;1.546;113.427;35.283;EL72547V
1; _1683-2117;85.005;74.822;1653829.0;14.0;64.0;0.098;143.33;8.431;3.44;85.005;74.822;EL72548D
1; _1612-2183;137.045;62.713;1615571.0;10.344;45.255;0.09;114.54;6.738;2.473;137.045;62.713;EL72548V
1; _1653-2273;66.319;55.64;1463591.0;10.575;45.255;0.081;130.574;7.681;2.469;66.319;55.64;EL72549D
1; _1714-2061;138.149;64.495;1632821.0;10.674;45.255;0.092;116.097;6.829;2.61;138.149;64.495;EL72549V
1; _1536-2213;79.684;77.278;1702981.0;14.732;64.0;0.099;149.411;8.789;3.579;79.684;77.278;EL72550D
1; _1601-2224;131.572;66.321;1713002.0;11.157;64.0;0.092;120.795;7.106;2.728;131.572;66.321;EL72550V
1; _1624-2056;74.14;69.998;1416483.0;13.447;64.0;0.094;142.455;8.38;3.32;74.14;69.998;EL72551D
1; _1749-2035;138.994;63.889;1430954.0;10.554;45.255;0.091;115.417;6.789;2.572;138.994;63.889;EL72551V
1; _1581-2185;79.267;66.359;1351122.0;12.476;64.0;0.091;136.91;8.054;2.888;79.267;66.359;EL72552D
1; _1685-2059;134.943;60.587;1389729.0;10.332;45.255;0.091;113.186;6.658;2.424;134.943;60.587;EL72552V
1; _1437-2240;101.662;69.598;1865069.0;12.917;64.0;0.098;132.294;7.782;3.097;101.662;69.598;EL72553D
1; _1513-2157;136.055;57.841;1772282.0;9.618;45.255;0.088;109.102;6.418;2.27;136.055;57.841;EL72553V
1; _1657-2274;91.872;71.172;1987058.0;13.277;64.0;0.096;137.633;8.096;3.134;91.872;71.172;EL72554D
1; _1578-2219;134.252;62.45;2016920.0;10.653;64.0;0.092;115.422;6.79;2.472;134.252;62.45;EL72554V
1; _1539-2286;105.22;69.004;2017556.0;12.827;64.0;0.1;128.751;7.574;3.209;105.22;69.004;EL72555D
1; _1971-1673;0.119;1.165;442511.0;12.493;181.019;0.097;128.413;7.554;2.92;0.119;1.165;EL72555V
1; _1618-2140;88.039;72.914;1800396.0;13.693;64.0;0.097;141.148;8.303;3.316;88.039;72.914;EL72556D
1; _1663-2276;137.251;61.98;1803072.0;10.282;64.0;0.091;113.517;6.677;2.427;137.251;61.98;EL72556V
1; _1483-2275;112.337;66.167;1947234.0;12.288;64.0;0.098;125.127;7.36;2.865;112.337;66.167;EL72557D
1; _1636-2209;136.096;57.337;1889072.0;9.993;64.0;0.092;108.113;6.36;2.38;136.096;57.337;EL72557V
1; _1538-2132;68.886;48.454;1865270.0;11.024;90.51;0.09;122.717;7.219;2.727;68.886;48.454;EL72558D
1; _1586-2085;99.832;48.322;1907015.0;9.107;128.0;0.082;111.481;6.558;2.082;99.832;48.322;EL72558V
1; _1423-2188;59.927;48.683;1854493.0;11.536;128.0;0.091;126.71;7.454;2.864;59.927;48.683;EL72559D
1; _1569-2143;97.461;51.644;1786087.0;10.411;128.0;0.089;116.362;6.845;2.336;97.461;51.644;EL72559V
1; _1374-2113;59.965;38.755;1930325.0;10.279;128.0;0.088;116.917;6.877;2.49;59.965;38.755;EL72560D
1; _1484-2038;98.732;51.405;1982412.0;9.716;128.0;0.085;114.533;6.737;2.268;98.732;51.405;EL72560V
1; _1341-2177;76.733;47.075;2015126.0;10.144;128.0;0.087;117.195;6.894;2.373;76.733;47.075;EL72561D
1; _1495-2086;110.744;49.344;2020263.0;9.18;128.0;0.085;107.724;6.337;2.059;110.744;49.344;EL72561V
1; _1357-2265;91.894;72.819;2674096.0;14.038;90.51;0.101;138.679;8.158;3.493;91.894;72.819;EL72562D
1; _1354-2106;131.303;65.845;2714667.0;11.312;64.0;0.094;119.965;7.057;2.788;131.303;65.845;EL72562V
1; _1319-2351;85.545;71.004;3118871.0;13.443;90.51;0.097;138.912;8.171;3.243;85.545;71.004;EL72563D
1; _1389-2328;128.58;63.959;3110020.0;10.982;64.0;0.092;118.983;6.999;2.592;128.58;63.959;EL72563V
1; _1213-2464;90.42;61.761;3055209.0;11.742;64.0;0.093;126.868;7.463;2.655;90.42;61.761;EL72564D
1; _1233-2297;133.04;57.212;3041158.0;9.956;64.0;0.092;108.483;6.381;2.3;133.04;57.212;EL72564V
1; _1179-2362;88.373;66.547;3244111.0;12.686;90.51;0.096;132.829;7.813;3.084;88.373;66.547;EL72565D
1; _1152-2240;129.817;63.55;3192481.0;10.86;64.0;0.092;117.954;6.938;2.621;129.817;63.55;EL72565V
1; _1405-2483;89.965;71.422;3210880.0;13.411;90.51;0.097;137.817;8.107;3.264;89.965;71.422;EL72566D
1; _1404-2345;134.374;63.924;3259339.0;10.76;64.0;0.092;116.412;6.848;2.66;134.374;63.924;EL72566V
1; _1334-2588;106.564;59.391;3635079.0;11.565;90.51;0.099;117.038;6.885;2.814;106.564;59.391;EL72567D
1; _1273-2593;134.699;59.208;3498000.0;9.847;64.0;0.089;110.579;6.505;2.368;134.699;59.208;EL72567V
1; _1381-2423;107.534;57.242;3068977.0;10.918;90.51;0.094;115.819;6.813;2.683;107.534;57.242;EL72568D
1; _1310-2444;133.741;57.891;3042083.0;9.843;64.0;0.09;109.565;6.445;2.431;133.741;57.891;EL72568V
1; _1312-2527;109.272;56.979;3177690.0;10.991;90.51;0.097;113.425;6.672;2.6;109.272;56.979;EL72569D
1; _1297-2400;136.62;57.327;3133326.0;9.825;64.0;0.091;107.656;6.333;2.347;136.62;57.327;EL72569V
1; _1510-2163;63.927;52.91;1848829.0;10.781;64.0;0.085;127.318;7.489;2.37;63.927;52.91;EL72570D
1; _1557-2085;90.397;47.588;1817457.0;9.637;64.0;0.085;112.864;6.639;2.024;90.397;47.588;EL72570V
1; _1415-2264;70.825;52.981;1812067.0;10.53;64.0;0.084;126.036;7.414;1.989;70.825;52.981;EL72571D
1; _1501-2134;91.743;47.42;1784647.0;9.208;64.0;0.082;112.522;6.619;1.693;91.743;47.42;EL72571V
1; _1396-2249;71.303;48.951;1907013.0;10.085;64.0;0.083;121.455;7.144;2.205;71.303;48.951;EL72572D
1; _1567-2138;89.823;46.854;1910076.0;9.215;64.0;0.082;112.794;6.635;1.812;89.823;46.854;EL72572V
1; _1476-2201;60.715;45.269;1568906.0;10.071;45.255;0.082;123.369;7.257;2.038;60.715;45.269;EL72573D
1; _1583-2184;76.695;44.096;1579875.0;8.78;45.255;0.077;114.275;6.722;1.555;76.695;44.096;EL72573V
1; _1459-2266;53.54;43.046;2071785.0;10.557;181.019;0.086;123.301;7.253;2.287;53.54;43.046;EL72574D
1; _1446-2218;75.512;40.477;2074974.0;9.036;181.019;0.08;112.652;6.627;1.849;75.512;40.477;EL72574V
1; _1442-2061;92.165;56.368;1571569.0;11.046;64.0;0.091;120.769;7.104;2.228;92.165;56.368;EL72575D
1; _1403-2082;112.039;60.859;1584146.0;11.061;64.0;0.093;118.301;6.959;2.344;112.039;60.859;EL72575V
1; _1329-2390;88.426;50.939;2173123.0;9.622;64.0;0.084;114.065;6.71;1.937;88.426;50.939;EL72576D
1; _1371-2188;109.623;57.67;2177619.0;9.805;90.51;0.086;114.589;6.741;1.965;109.623;57.67;EL72576V
1; _1690-2177;78.324;48.452;1521252.0;10.532;64.0;0.089;118.328;6.96;2.1;78.324;48.452;EL72577D
1; _1600-1983;97.604;51.918;1539828.0;10.721;64.0;0.094;113.587;6.682;2.289;97.604;51.918;EL72577V
1; _1547-2197;99.721;51.365;1723641.0;9.812;64.0;0.088;111.261;6.545;1.827;99.721;51.365;EL72578D
1; _1522-2041;117.456;54.03;1721785.0;9.622;64.0;0.089;108.346;6.373;1.887;117.456;54.03;EL72578V
1; _1434-2242;99.968;54.042;2165643.0;9.974;64.0;0.087;114.206;6.718;1.907;99.968;54.042;EL72579D
1; _1456-2205;114.587;54.811;2109300.0;9.66;90.51;0.087;110.533;6.502;1.96;114.587;54.811;EL72579V
1; _1428-2228;79.937;34.155;2232876.0;9.166;181.019;0.09;101.327;5.96;1.765;79.937;34.155;EL72580D
1; _1446-2211;97.196;43.582;2178525.0;9.47;181.019;0.094;101.224;5.954;1.701;97.196;43.582;EL72580V
1; _1543-2162;97.786;43.519;2177718.0;9.435;181.019;0.092;102.289;6.017;1.661;97.786;43.519;EL72581D
1; _1504-2224;109.948;47.374;2172613.0;9.183;181.019;0.091;100.44;5.908;1.526;109.948;47.374;EL72581V
1; _1452-2261;92.874;37.51;2089245.0;8.667;181.019;0.087;99.259;5.839;1.627;92.874;37.51;EL72582D
1; _1465-2378;106.023;50.378;2147164.0;9.566;181.019;0.092;104.115;6.124;1.719;106.023;50.378;EL72582V
1; _1480-2270;91.731;40.083;2902661.0;8.801;181.019;0.087;101.046;5.944;1.669;91.731;40.083;EL72583D
1; _1401-2271;100.759;50.416;2953464.0;9.633;181.019;0.09;107.173;6.304;1.754;100.759;50.416;EL72583V
1; _1232-2488;84.548;43.532;3132215.0;9.297;181.019;0.088;105.675;6.216;1.625;84.548;43.532;EL72584D
1; _1233-2379;98.217;49.543;3114165.0;9.765;181.019;0.092;105.989;6.235;1.873;98.217;49.543;EL72584V
1; _1381-2336;96.668;42.221;2851851.0;8.918;181.019;0.089;100.237;5.896;1.67;96.668;42.221;EL72585D
1; _1371-2362;106.789;51.449;2886042.0;9.493;181.019;0.09;105.073;6.181;1.794;106.789;51.449;EL72585V
1; _1562-2240;72.135;31.624;2206150.0;9.495;181.019;0.092;103.005;6.059;1.884;72.135;31.624;EL72586D
1; _1241-2407;95.216;43.233;2211578.0;9.097;181.019;0.089;102.387;6.023;1.594;95.216;43.233;EL72586V
1; _1367-2365;61.345;29.512;2761921.0;9.454;181.019;0.091;103.562;6.092;1.875;61.345;29.512;EL72587D
1; _1390-2326;77.81;43.835;2714226.0;10.126;181.019;0.093;109.029;6.413;1.941;77.81;43.835;EL72587V
1; _1522-2309;66.386;30.628;2543541.0;9.659;181.019;0.093;104.293;6.135;1.907;66.386;30.628;EL72588D
1; _1438-2285;84.547;47.636;2538922.0;10.008;181.019;0.09;111.25;6.544;1.826;84.547;47.636;EL72588V
1; _1379-2146;73.822;32.767;2668508.0;9.364;181.019;0.092;101.276;5.957;1.822;73.822;32.767;EL72589D
1; _1332-2267;91.152;50.439;2694673.0;10.377;181.019;0.095;109.436;6.437;1.898;91.152;50.439;EL72589V
1; _1444-2404;58.618;36.444;2768191.0;9.302;256.0;0.086;107.601;6.329;1.585;58.618;36.444;EL72590D
1; _1453-2342;69.994;37.754;2781612.0;8.999;181.019;0.086;104.773;6.163;1.521;69.994;37.754;EL72590V
1; _1402-2519;55.386;34.375;3006298.0;9.513;256.0;0.09;105.396;6.2;1.828;55.386;34.375;EL72591D
1; _1383-2377;72.141;33.044;2932626.0;8.474;256.0;0.084;100.611;5.918;1.521;72.141;33.044;EL72591V
1; _1324-2629;57.989;33.681;3121449.0;9.334;256.0;0.09;103.657;6.097;1.716;57.989;33.681;EL72592D
1; _1358-2507;72.487;35.335;3110799.0;8.655;256.0;0.085;102.334;6.02;1.555;72.487;35.335;EL72592V
1; _1530-2380;60.099;40.73;2717328.0;9.094;181.019;0.084;107.77;6.339;1.606;60.099;40.73;EL72593D
1; _1530-2416;73.287;41.244;2660096.0;8.746;181.019;0.081;107.866;6.345;1.472;73.287;41.244;EL72593V
1; _1470-2426;57.024;37.753;2968444.0;9.311;256.0;0.088;106.288;6.252;1.659;57.024;37.753;EL72594D
1; _1427-2286;76.994;37.511;2870418.0;8.21;181.019;0.08;102.822;6.048;1.521;76.994;37.511;EL72594V
1; _1442-2431;82.562;44.917;3109685.0;7.824;256.0;0.075;104.355;6.139;1.269;82.562;44.917;EL72595D
1; _1321-2633;104.044;60.021;3079019.0;8.204;256.0;0.074;111.587;6.564;1.449;104.044;60.021;EL72595V
1; _1447-2455;82.688;53.242;3832879.0;8.703;256.0;0.075;115.893;6.817;1.449;82.688;53.242;EL72596D
1; _1365-2442;103.725;58.15;3793591.0;8.842;256.0;0.077;114.553;6.738;1.554;103.725;58.15;EL72596V
1; _1597-2229;116.06;60.74;2991686.0;10.046;90.51;0.088;114.669;6.745;1.967;116.06;60.74;EL72597D
1; _1483-2317;125.903;67.035;2965915.0;9.981;90.51;0.083;120.624;7.096;1.933;125.903;67.035;EL72597V
1; _1326-2352;89.966;53.478;3444032.0;8.841;181.019;0.077;115.162;6.774;1.732;89.966;53.478;EL72598D
1; _1388-2307;115.577;61.16;3433797.0;9.395;128.0;0.081;115.748;6.809;1.954;115.577;61.16;EL72598V
1; _1420-2408;99.167;62.077;3360939.0;11.218;90.51;0.091;122.891;7.229;2.497;99.167;62.077;EL72599D
1; _1338-2292;124.45;69.842;3335339.0;11.891;90.51;0.096;123.847;7.285;2.773;124.45;69.842;EL72599V
1; _1512-2386;97.877;59.902;3176782.0;9.182;128.0;0.076;121.607;7.153;1.952;97.877;59.902;EL72600D
1; _1373-2430;121.791;64.477;3214929.0;9.669;90.51;0.081;118.652;6.98;2.066;121.791;64.477;EL72600V
1; _1397-2301;106.581;60.493;2952316.0;9.135;181.019;0.075;121.178;7.128;2.185;106.581;60.493;EL72601D
1; _1356-2357;121.002;65.645;2980388.0;9.558;22.627;0.078;122.926;7.231;2.329;121.002;65.645;EL72601V
1; _1453-2378;121.546;70.845;3412946.0;9.949;90.51;0.078;127.766;7.516;1.884;121.546;70.845;EL72602D
1; _1396-2476;141.663;68.905;3432481.0;9.216;90.51;0.077;119.62;7.036;2.022;141.663;68.905;EL72602V
1; _1345-2250;59.294;54.184;3225419.0;11.626;64.0;0.092;125.84;7.402;2.64;59.294;54.184;EL72603D
1; _1353-2327;74.227;53.726;3210847.0;10.051;64.0;0.084;120.283;7.075;2.109;74.227;53.726;EL72603V
1; _1459-2475;70.579;46.664;3016274.0;9.293;256.0;0.083;111.872;6.581;1.764;70.579;46.664;EL72604D
1; _1528-2472;75.084;36.935;2990552.0;9.0;181.019;0.087;103.449;6.085;1.696;75.084;36.935;EL72604V
1; _1405-2439;64.76;43.08;3616233.0;9.553;256.0;0.087;109.443;6.438;1.965;64.76;43.08;EL72605D
1; _1361-2521;64.58;32.483;3611108.0;9.967;256.0;0.096;103.626;6.096;1.91;64.58;32.483;EL72605V
1; _1323-2511;63.922;46.841;4023542.0;9.335;256.0;0.082;113.219;6.66;1.915;63.922;46.841;EL72606D
1; _1389-2433;67.834;33.845;3976516.0;9.83;256.0;0.095;103.286;6.076;1.864;67.834;33.845;EL72606V
1; _1591-2477;73.66;49.501;2404216.0;9.288;181.019;0.08;115.788;6.811;1.917;73.66;49.501;EL72607D
1; _1612-2339;76.317;35.141;2421069.0;9.45;181.019;0.093;102.002;6.0;1.711;76.317;35.141;EL72607V
1; _1463-2481;64.356;46.933;3400255.0;9.453;256.0;0.085;111.761;6.574;1.851;64.356;46.933;EL72608D
1; _1457-2523;68.663;34.214;3349253.0;9.719;256.0;0.095;102.368;6.022;1.908;68.663;34.214;EL72608V
1; _1545-2460;84.766;43.786;3001332.0;8.522;181.019;0.08;106.549;6.268;1.488;84.766;43.786;EL72609D
1; _1564-2478;93.922;45.651;2985962.0;8.063;181.019;0.078;103.563;6.092;1.227;93.922;45.651;EL72609V
1; _1313-2462;84.916;43.845;3710868.0;8.369;256.0;0.078;106.64;6.273;1.212;84.916;43.845;EL72610D
1; _1385-2520;95.711;49.176;3712850.0;8.38;256.0;0.078;106.87;6.286;1.332;95.711;49.176;EL72610V
1; _1432-2584;85.148;56.206;3402021.0;9.35;90.51;0.079;118.62;6.978;1.682;85.148;56.206;EL72611D
1; _1278-2434;103.346;59.665;3423631.0;9.377;90.51;0.08;116.661;6.862;1.758;103.346;59.665;EL72611V
1; _1413-2501;88.642;42.728;3092277.0;8.152;256.0;0.079;103.537;6.09;1.161;88.642;42.728;EL72612D
1; _1605-2441;98.529;44.522;3038411.0;7.737;256.0;0.077;100.856;5.933;1.239;98.529;44.522;EL72612V
1; _1415-2521;44.7;34.349;4323655.0;10.526;256.0;0.094;111.881;6.581;2.227;44.7;34.349;EL72613D
1; _1446-2519;55.063;39.207;4271249.0;10.636;256.0;0.094;112.673;6.628;2.08;55.063;39.207;EL72613V
1; _1466-2339;34.001;21.898;4619998.0;11.324;256.0;0.103;109.487;6.44;2.617;34.001;21.898;EL72614D
1; _1405-2370;47.383;34.969;4521610.0;10.968;256.0;0.096;113.952;6.703;2.242;47.383;34.969;EL72614V
1; _1433-2269;34.729;17.623;3727187.0;11.422;256.0;0.106;107.663;6.333;2.613;34.729;17.623;EL72615D
1; _1456-2304;49.82;33.872;3658787.0;10.847;256.0;0.096;113.296;6.664;2.182;49.82;33.872;EL72615V
1; _1336-2399;35.295;17.493;4267095.0;11.211;256.0;0.106;105.774;6.222;2.602;35.295;17.493;EL72616D
1; _1423-2329;44.682;32.479;4143229.0;10.922;256.0;0.096;113.61;6.683;2.289;44.682;32.479;EL72616V
1; _1603-2467;51.873;30.782;3690372.0;9.584;256.0;0.088;109.218;6.425;2.119;51.873;30.782;EL72617D
1; _1622-2448;56.092;36.335;3710477.0;9.757;256.0;0.087;112.653;6.627;1.966;56.092;36.335;EL72617V
1; _1614-2388;84.352;54.04;3680410.0;9.985;90.51;0.085;117.831;6.931;2.032;84.352;54.04;EL72618D
1; _1477-2393;95.649;54.449;3679172.0;9.711;90.51;0.084;115.443;6.791;2.048;95.649;54.449;EL72618V
1; _1424-2407;77.718;57.697;4513465.0;10.639;128.0;0.085;125.09;7.358;2.286;77.718;57.697;EL72619D
1; _1441-2418;92.954;59.796;4566116.0;10.673;128.0;0.087;122.708;7.218;2.311;92.954;59.796;EL72619V
1; _1492-2313;40.544;40.718;3274326.0;10.528;256.0;0.089;117.636;6.92;2.282;40.544;40.718;EL72620D
1; _1573-2312;49.202;33.438;3274324.0;10.369;256.0;0.093;111.213;6.542;2.017;49.202;33.438;EL72620V
1; _1545-2478;65.063;53.681;3762687.0;11.196;128.0;0.091;123.341;7.255;2.517;65.063;53.681;EL72621D
1; _1612-2420;78.222;56.359;3775650.0;11.424;128.0;0.094;122.095;7.182;2.507;78.222;56.359;EL72621V
1; _1512-2494;62.437;53.872;3887371.0;11.367;128.0;0.091;125.299;7.371;2.629;62.437;53.872;EL72622D
1; _1526-2476;82.033;57.916;3877500.0;11.372;128.0;0.092;123.01;7.236;2.563;82.033;57.916;EL72622V
1; _1781-2257;22.107;20.13;2077834.0;11.237;181.019;0.096;117.007;6.883;2.33;22.107;20.13;EL72623D
1; _1812-2382;40.776;35.097;2067269.0;9.788;181.019;0.083;117.775;6.928;1.866;40.776;35.097;EL72623V
1; _1512-2139;23.251;21.251;2155984.0;11.515;181.019;0.099;116.374;6.846;2.376;23.251;21.251;EL72624D
1; _1479-2142;44.517;38.799;2162761.0;9.942;181.019;0.084;119.015;7.001;1.909;44.517;38.799;EL72624V
1; _1431-2197;32.728;32.847;2322447.0;10.235;181.019;0.087;117.064;6.886;2.023;32.728;32.847;EL72625D
1; _1486-2145;47.671;38.476;2300468.0;9.09;181.019;0.078;116.163;6.833;1.864;47.671;38.476;EL72625V
1; _1501-2182;26.171;23.513;2025959.0;10.992;181.019;0.094;116.348;6.844;2.214;26.171;23.513;EL72626D
1; _1520-2239;42.769;37.542;1994503.0;9.949;181.019;0.084;119.022;7.001;1.836;42.769;37.542;EL72626V
1; _1506-2078;23.973;22.84;1877529.0;11.699;181.019;0.099;117.71;6.924;2.365;23.973;22.84;EL72627D
1; _1656-2098;40.048;35.364;1852350.0;10.535;181.019;0.088;119.25;7.015;1.952;40.048;35.364;EL72627V
1; _1461-2098;33.533;18.167;2174479.0;11.169;181.019;0.103;108.468;6.38;2.403;33.533;18.167;EL72628D
1; _1405-2156;41.405;24.356;2167180.0;10.652;181.019;0.097;109.78;6.458;2.159;41.405;24.356;EL72628V
1; _1276-2198;24.298;9.681;2414555.0;11.477;181.019;0.104;109.848;6.462;2.626;24.298;9.681;EL72629D
1; _1305-2111;42.853;24.276;2338493.0;10.678;181.019;0.098;108.566;6.386;2.156;42.853;24.276;EL72629V
1; _1505-2317;22.951;10.179;2218354.0;11.85;181.019;0.105;112.688;6.629;2.643;22.951;10.179;EL72630D
1; _1499-2213;39.594;20.94;2236767.0;10.911;181.019;0.1;109.443;6.438;2.296;39.594;20.94;EL72630V
1; _1603-2247;23.794;13.287;2098556.0;11.725;181.019;0.103;114.08;6.711;2.535;23.794;13.287;EL72631D
1; _1602-2227;38.329;23.127;2050497.0;10.764;181.019;0.096;111.589;6.564;2.152;38.329;23.127;EL72631V
1; _1637-2450;22.02;10.277;2139160.0;11.172;181.019;0.099;113.275;6.663;2.5;22.02;10.277;EL72632D
1; _1611-2467;36.492;20.79;2026791.0;10.431;181.019;0.095;109.967;6.469;2.142;36.492;20.79;EL72632V
1; _1473-2542;37.308;27.903;2855193.0;10.628;181.019;0.093;114.646;6.744;2.496;37.308;27.903;EL72633D
1; _1482-2514;53.44;31.729;2816707.0;9.732;181.019;0.089;109.178;6.422;2.037;53.44;31.729;EL72633V
1; _1603-2250;37.525;26.852;1912196.0;10.822;181.019;0.092;117.132;6.89;2.444;37.525;26.852;EL72634D
1; _1717-2276;48.136;22.104;1894051.0;9.766;181.019;0.091;107.636;6.332;1.964;48.136;22.104;EL72634V
1; _1507-2581;40.038;25.272;2408856.0;10.379;181.019;0.092;113.093;6.653;2.061;40.038;25.272;EL72635D
1; _1531-2355;58.484;33.92;2358478.0;9.536;181.019;0.086;111.326;6.549;1.798;58.484;33.92;EL72635V
1; _1622-2301;40.307;26.654;2189822.0;10.317;181.019;0.09;114.435;6.731;2.103;40.307;26.654;EL72636D
1; _1454-2498;60.499;35.191;2184586.0;9.482;181.019;0.085;111.947;6.585;1.868;60.499;35.191;EL72636V
1; _1564-2313;40.636;24.052;2415677.0;10.227;181.019;0.091;112.477;6.616;2.113;40.636;24.052;EL72637D
1; _1532-2458;52.409;31.604;2316615.0;9.743;181.019;0.087;111.728;6.572;1.895;52.409;31.604;EL72637V
1; _1759-2350;62.52;48.107;1716570.0;10.528;128.0;0.087;120.552;7.091;2.145;62.52;48.107;EL72638D
1; _1780-2482;79.104;46.647;1737905.0;9.319;128.0;0.083;112.727;6.631;1.916;79.104;46.647;EL72638V
1; _1613-2538;41.422;66.267;2997534.0;14.156;90.51;0.096;147.562;8.68;3.675;41.422;66.267;EL72639D
1; _1596-2560;61.591;68.018;3055004.0;12.709;90.51;0.087;145.624;8.566;2.857;61.591;68.018;EL72639V
1; _1674-2609;44.144;66.154;2969834.0;14.029;90.51;0.095;147.405;8.671;3.551;44.144;66.154;EL72640D
1; _1675-2484;59.687;66.631;2986609.0;13.173;90.51;0.091;144.976;8.528;3.019;59.687;66.631;EL72640V
1; _1478-2451;51.89;64.36;2629988.0;13.544;90.51;0.095;143.242;8.426;3.331;51.89;64.36;EL72641D
1; _1741-2553;69.862;58.052;2632420.0;11.993;90.51;0.091;131.359;7.727;2.741;69.862;58.052;EL72641V
1; _1468-2241;57.642;62.395;2467822.0;13.216;90.51;0.095;139.126;8.184;3.204;57.642;62.395;EL72642D
1; _1466-2281;72.806;62.853;2440013.0;12.604;90.51;0.092;136.452;8.027;2.768;72.806;62.853;EL72642V
1; _1522-2256;46.766;66.786;2561665.0;14.156;90.51;0.097;146.609;8.624;3.539;46.766;66.786;EL72643D
1; _1496-2242;62.124;62.702;2549103.0;12.686;90.51;0.091;139.308;8.195;2.847;62.124;62.702;EL72643V
1; _1457-2340;44.028;64.226;2877289.0;14.125;90.51;0.098;143.735;8.455;3.636;44.028;64.226;EL72644D
1; _1553-2273;61.076;62.692;2768719.0;12.65;90.51;0.091;139.131;8.184;2.864;61.076;62.692;EL72644V
1; _1562-2032;43.67;59.043;1865682.0;13.221;90.51;0.093;142.011;8.354;3.234;43.67;59.043;EL72645D
1; _1459-2208;81.271;59.663;1812060.0;11.848;90.51;0.091;130.185;7.658;2.572;81.271;59.663;EL72645V
1; _1416-2178;60.591;66.694;2127925.0;14.072;90.51;0.099;141.865;8.345;3.422;60.591;66.694;EL72646D
1; _1467-2147;85.618;60.541;2067399.0;12.003;90.51;0.093;128.768;7.575;2.748;85.618;60.541;EL72646V
1; _1654-2166;67.1;65.824;1787091.0;13.432;90.51;0.096;139.377;8.199;3.205;67.1;65.824;EL72647D
1; _1508-2106;98.314;57.029;1775549.0;11.059;90.51;0.091;121.404;7.141;2.448;98.314;57.029;EL72647V
1; _1678-2051;65.844;49.394;1499651.0;10.235;181.019;0.084;121.315;7.136;1.88;65.844;49.394;EL72648D
1; _1739-1946;96.593;41.621;1523825.0;8.455;181.019;0.084;100.232;5.896;1.484;96.593;41.621;EL72648V
1; _1633-2003;59.481;48.351;1720544.0;10.667;181.019;0.089;120.319;7.078;1.976;59.481;48.351;EL72649D
1; _1647-2049;84.316;39.428;1710833.0;9.09;181.019;0.089;101.712;5.983;1.531;84.316;39.428;EL72649V
1; _1713-2043;64.694;43.919;1749183.0;9.476;181.019;0.081;116.647;6.862;1.617;64.694;43.919;EL72650D
